well_id,date,cycle_number,days_since_steam,steam_volume,injection_pressure,soak_time,production_cutoff,reservoir_temperature,reservoir_pressure,oil_viscosity,oil_api,stroke_length,spm,vfd_frequency,fluid_level,water_cut,oil_production,steam_oil_ratio,energy_consumption,energy_per_barrel,pump_efficiency,rod_floating_risk,impact_loading_risk,pump_unsetting_risk,rod_failure_risk
BGH-001,2022-01-17,1,17,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,100.93706015181348,4.588302882961166,1027.5275295287129,18.423254122376047,47.213119696116074,8.929371543706639,39.57649535088283,38.1809183582466,0.13524616381391252,68.80578391798988,1.0,75.15501729386132,1.0922776111880235,0.8534390937421951,0.18816745455995615,0.12157508144593286,0.11245507305615869,0.14787675402552786
BGH-001,2022-01-18,1,18,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,94.50748118524287,4.3247040937215795,1163.195773057859,18.423254122376047,40.0,7.215779682588379,39.05907452823468,44.79702847645593,0.13021406280256173,57.13026957701477,1.0,71.03523267400902,1.243390468834557,0.7878431772158998,0.1605622957467589,0.15524362418746998,0.06932785854262255,0.15290277809597302
BGH-001,2022-01-19,1,19,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,91.67208626187113,4.296987945206789,1483.522813089406,18.423254122376047,63.24188322284385,8.026904014715491,48.46360715700675,45.4837183035998,0.1417663810496927,61.59511172834451,1.0,87.58564059434259,1.4219576543772692,0.7874529715928194,0.20267235536104897,0.14312721305084963,0.16548743347860523,0.145991995504061
BGH-001,2022-01-20,1,20,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,91.34296988731904,4.477672337105573,1439.5180610838686,18.423254122376047,43.99571821042731,7.419656192522159,30.967956844431104,42.40113315895768,0.17351615394117004,48.65415678349188,1.0,62.39594062434293,1.2824380227572574,0.842952800103421,0.1187330388029499,0.0716922868081244,0.09757691066983822,0.07029650298411921
BGH-001,2022-01-21,1,21,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,89.09600126006525,4.475760130222298,1564.102940656712,18.423254122376047,55.504235012628044,7.996668342447232,47.697258089907244,41.0362734352908,0.0715177622850475,47.18280425664139,1.0,80.05379911584961,1.6966731922166611,0.8099303695103955,0.17114063125130016,0.20703622233117602,0.15658904981366029,0.19879265204070862
BGH-001,2022-01-22,1,22,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,89.80510105577245,4.465339272608179,1473.2334208284467,18.423254122376047,48.95658314682433,7.322965583711577,37.08486480528585,40.85828330426786,0.1354600223174674,55.346273257833325,1.0,72.51505216541095,1.3102065938133907,0.7982442495341985,0.15669318697660214,0.1561980142189914,0.09413023207096097,0.12440937880134115
BGH-001,2022-01-23,1,23,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,87.17271433099893,4.496597956741933,1729.6742753522053,18.423254122376047,70.0,7.253805973360747,25.978866247600916,41.618467556501635,0.15144550167225157,64.07870535704788,1.0,60.961904302058855,0.9513597998333121,0.8234560826050742,0.15863804108819235,0.04766813806413333,0.058506878540988856,0.0571917304993908
BGH-001,2022-01-24,1,24,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,86.44417449771653,4.400025227027027,1702.4871297220748,18.423254122376047,55.38047509773268,6.933868759633997,40.75631463029967,32.946935143274295,0.09588085290269086,56.04410301026546,1.0,74.88413271858691,1.3361643544347668,0.8386695888809712,0.19523577067005782,0.16165968958292226,0.11527127663975986,0.15822198645099994
BGH-001,2022-01-25,1,25,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,83.87836150085565,4.399662756577348,1815.7258543948437,18.423254122376047,41.04857740262091,5.944233206310287,29.106887615343076,42.2811809527667,0.12906144581679674,34.304179583493756,1.1177143330377861,60.711175917414465,1.769789473310332,0.8345533897444769,0.11897197762104511,0.0928432812057357,0.11716002703790349,0.13462123405448978
BGH-001,2022-01-26,1,26,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,85.23598070216725,4.348177884901587,1638.4334084239742,18.423254122376047,48.783063023864436,7.070379974310685,42.82151011627161,35.27833918103434,0.11793999119503162,59.64769108030059,1.0,79.32148099586313,1.3298332183399477,0.8235671071783908,0.16987337059686833,0.1667519551144594,0.13396755146270817,0.12303023310341413
BGH-001,2022-01-27,1,27,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,81.1911879848063,4.208752396534732,1970.467918129698,18.423254122376047,57.300634015977366,7.9343062247146126,45.923969933169005,39.0588688822826,0.14429726101737292,46.66052315814142,1.0,82.16435903245983,1.760896652486924,0.8188474927256639,0.21107546341083785,0.20710303883739087,0.1629387529346053,0.19482956535833404
BGH-001,2022-01-28,1,28,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,83.75238939485219,4.586360349375945,1874.9720078475982,18.423254122376047,49.08037277062857,7.899684447141906,37.84482291227686,42.779000672346385,0.13840476483292688,49.75703667664983,1.0,81.54980103219562,1.638960164813545,0.7758893967595542,0.1221166655352355,0.1049531290212399,0.11082943891912825,0.1065656125426352
BGH-001,2022-01-29,1,29,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,78.26169334821343,4.378847700183609,2272.9674270813543,18.423254122376047,59.334197818827754,7.092889819339182,44.38310919640615,40.01164099405369,0.12809090404899764,39.35438477195047,1.030703351674604,77.22872566268585,1.962391893818399,0.8604188372051852,0.21097486448350183,0.20048369756288695,0.14604279256060684,0.20216092164112806
BGH-001,2022-01-30,1,30,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,78.37117021089082,4.243584798282444,2419.300754017881,18.423254122376047,62.597009031121374,7.939837688684676,36.28250759866585,41.36746697813685,0.1147115702703558,47.2613345127188,1.0,78.42793193976567,1.6594523355801438,0.8308988807072866,0.13449086653278383,0.13076618694157208,0.07683157807932994,0.08868495597839156
BGH-001,2022-01-31,1,31,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,76.51049358445418,4.156822271164587,1993.7963927311425,18.423254122376047,58.044189900245534,6.828513256740613,40.79048125700184,46.56696607118503,0.12321261230168414,39.265205054291265,1.0079612816832013,72.22839282887558,1.8395012258055634,0.8072526772020747,0.17261678016623946,0.15347343903958163,0.13147486111469187,0.16804048431484936
BGH-001,2022-02-01,1,32,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,77.9384540893208,4.532595119604373,2202.551719237305,18.423254122376047,53.660592093134575,9.18458567047987,35.3447857286469,43.22547441794452,0.115407608607136,54.906220634767195,1.0,75.59347297963288,1.376774290885472,0.7991483736712902,0.2255798445798932,0.15485976125330891,0.10728521072866283,0.1587468686258848
BGH-001,2022-02-02,1,33,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,76.58725020928222,4.272470127775366,2761.5830882840623,18.423254122376047,43.194722941361285,6.508524640363257,39.48599540665366,36.76014492853948,0.0785434923774882,35.53492085852271,1.1177832386125042,73.30981720229752,2.063035893457319,0.8000290858460682,0.19477706642858958,0.12338341408667933,0.15068680459424613,0.1684503594409493
BGH-001,2022-02-03,1,34,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,75.54076382098233,4.372692845986534,3097.9400099134655,18.423254122376047,49.72530693749835,6.2612847953065955,30.533169274393547,38.10873491625285,0.13702264572368725,30.014642232484462,1.3431075856636765,63.701081115202015,2.122333513816105,0.8100567549328441,0.1552447584823898,0.09444037999750654,0.1312638197103311,0.13971602584144077
BGH-001,2022-02-04,1,35,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,74.63753656980715,4.359679516387827,2435.1707499311565,18.423254122376047,48.70213649458572,7.727812071404932,29.271065088453266,39.75629339722749,0.1383004936003899,45.76363318158247,1.0,61.49577215262814,1.343769449174264,0.7955566626157803,0.16814329929494395,0.058183591525582515,0.0832956692127444,0.0970719302636069
BGH-001,2022-02-05,1,36,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,74.02792301326352,4.576798269579253,2553.185128738364,18.423254122376047,66.27781303949735,6.033150824952116,39.494216733841654,39.592692801821464,0.1198634148978702,48.834288814744326,1.0,67.36874286819476,1.3795377081001823,0.7686358277709221,0.16970744116230493,0.12616313797788456,0.1469315947287514,0.15142895267656517
BGH-001,2022-02-06,1,37,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,71.26252879305167,4.490056351922443,2996.3964451373936,18.423254122376047,60.34048537635856,8.037719236723444,27.88641609569115,40.41627875325385,0.12568461792244412,39.69834097584692,1.0,69.25848577276163,1.744619147054522,0.8009279490305148,0.1270822732355571,0.133553483222992,0.09449016326361293,0.09587003673233457
BGH-001,2022-02-07,1,38,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,71.69353670066606,4.263445469722347,3475.0517132953414,18.423254122376047,56.8823941337502,6.756400879045664,40.82681776039958,38.79605086916633,0.13138368946075643,29.76773251132623,1.3170986598674526,72.71050024679718,2.442594518045061,0.829233853055387,0.1784752094736834,0.10339531356805354,0.1834057660478018,0.20066244930710112
BGH-001,2022-02-08,1,39,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,70.09602062794046,4.302775931908614,3258.9883341874233,18.423254122376047,58.6715516270026,5.706713256216832,42.19518039016933,40.36419370905898,0.11536529895195378,39.44430635790809,1.041972119469198,73.46033867488153,1.8623813031041843,0.7837902937735834,0.19109252009973784,0.1689980592224314,0.09312771147835835,0.16105134765301643
BGH-001,2022-02-09,1,40,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,72.59139128280869,4.3162219578329,3404.9701360550343,18.423254122376047,57.2358018465386,6.457143302562261,39.06437668782164,40.303354647543436,0.11640648255544983,36.27950668725195,1.0885473196592919,67.21950077562508,1.8528228995805214,0.754352024474776,0.18839229450277778,0.12516709303198054,0.12386986783174668,0.1453398518529987
BGH-001,2022-02-10,1,41,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,69.82674083325128,4.274396442349133,2725.7426731655055,18.423254122376047,50.002876231744615,5.919803746730111,43.01484737788602,39.29804704055726,0.1644211009152034,34.688106608337236,1.3915374463196943,79.6640008029023,2.2965796808222207,0.7993811467024575,0.2095726862788017,0.15479604850149878,0.16039478293964252,0.1878692593580538
BGH-001,2022-02-11,1,42,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,67.63063048442596,4.284873789136219,3531.8748888001023,18.423254122376047,51.78811654795489,6.99027152664829,39.8844633432188,42.87336944697033,0.16537004302947472,28.289484004544175,1.5422691863898446,71.75916031351014,2.5366019508161894,0.7326698095545126,0.1794400779848386,0.13964238847394506,0.08212223573099288,0.11991877272964366
BGH-001,2022-02-12,1,43,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,69.41498836095141,4.30771540774661,3135.3756302051365,18.423254122376047,48.168288287195665,6.407310139294262,41.351293755645344,41.45645214255906,0.1449761364696618,30.507655635013457,1.3977530714532336,69.11490218742773,2.2654937178491346,0.7920910148071506,0.21495769849671462,0.13056889315844267,0.1379878594210339,0.1577459163052225
BGH-001,2022-02-13,1,44,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,64.7562123236149,4.419412570122454,4026.133498532744,18.423254122376047,62.89613200144512,4.7631145855536925,29.02016786058004,37.917430660108124,0.12164299295881675,23.45286375035854,1.9307357032221448,62.92454482795414,2.683021804831496,0.7908191652505995,0.16890204568012773,0.08106306471830732,0.0778985916668903,0.11997186412654441
BGH-001,2022-02-14,1,45,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,66.19784090575364,4.37049993306405,3947.1105412543784,18.423254122376047,43.66089603925761,4.803277733590973,44.01047238590904,40.54888695765239,0.16744418472712316,25.57776938722221,1.4556342573635197,73.04874760157918,2.8559467596917134,0.7295065079244125,0.20237350813284677,0.18225818803774296,0.18492724500344698,0.20029176575448432
BGH-001,2022-02-15,1,46,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,64.5387072053049,4.338496840889973,4079.917285311208,18.423254122376047,67.49617881450492,8.863258420266515,32.47489761314523,44.19095869708675,0.12342330235677959,32.8532000103536,1.2971851153791447,74.25419768131141,2.2601815852918556,0.7840401260404416,0.2276499108753111,0.1853885414219389,0.15610136151910853,0.20559635142235577
BGH-001,2022-02-16,1,47,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,65.42318040955668,4.270379650827599,3634.5406709404747,18.423254122376047,64.51454420206929,7.806256100227049,46.10375072571594,43.16259384883107,0.19164541548252062,30.24221809592033,1.362330071644867,83.11489538377964,2.7483068576571053,0.7376035522464977,0.25199623462329274,0.20503711549569906,0.1365164457520353,0.20331869751810897
BGH-001,2022-02-17,1,48,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,67.43291906836666,4.444428285311104,3703.864107948609,18.423254122376047,53.57960210643117,6.2010873631340555,37.09368873435842,38.02649077814878,0.15661968274502708,25.51566133946709,1.4299805451320264,74.7364972544835,2.929044098060772,0.8011255762835027,0.20012923475916702,0.10459137737160261,0.13039541602627008,0.1643946648389155
BGH-001,2022-02-18,1,49,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,64.25248980817838,4.235717246533197,3878.091362814442,18.423254122376047,64.01131778123546,8.8199755804105,37.20662806081297,38.947377283202044,0.15981512261875894,26.556403423210128,1.4876696469026376,74.02108853727181,2.7873160140570032,0.7788498788989116,0.2222015741123169,0.18861250205879493,0.1651243368032449,0.18441748113542789
BGH-001,2022-02-19,1,50,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,64.1368235288838,4.28888357627399,4333.715931763319,18.423254122376047,51.631312132942114,9.225332327899755,31.027522923594276,34.30052782578072,0.15883010057130306,20.918761956698866,1.649403632118656,72.27345449240782,3.4549585028985677,0.7683312968328734,0.2190853224942672,0.19774491862069093,0.1829852929730664,0.14806746490247774
BGH-001,2022-02-20,1,51,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,61.47078059362512,4.291545904474707,4475.595679589852,18.423254122376047,64.99239698579153,9.704864010585023,35.984364649759115,36.65684052950674,0.13044134884806177,33.10546162428018,1.2281213453235826,79.95414128496041,2.4151344630796663,0.8014627542650342,0.24503540884120428,0.24842825688022185,0.18191124467885236,0.294188580603574
BGH-001,2022-02-21,1,52,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,61.61097942543976,4.453402430322598,4590.715320153833,18.423254122376047,55.21759911439807,7.834291097414168,38.08391133119176,40.27889163510633,0.14135624542746977,24.436906467041577,1.715456841581164,76.08622757988687,3.1135785408233034,0.729682635692403,0.24012046733415182,0.15901521488597492,0.12012073697093614,0.17651020888690347
BGH-001,2022-02-22,1,53,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,63.44382981494247,4.176061665924985,4235.270683181232,18.423254122376047,56.952049992530675,6.290528460451746,42.34569606473737,37.3413053357662,0.13977814662667498,24.752863355884458,1.3899746636925732,77.9792646334596,3.15031289561584,0.7307374429378222,0.22388285337870173,0.1788206333846162,0.1541000392929049,0.18785261272901393
BGH-001,2022-02-23,1,54,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,63.15953671969906,4.203790097779388,4031.6887154396486,18.423254122376047,63.71463165052512,6.982392674112587,25.0,38.272585194157074,0.12786690355281544,23.326349446142046,1.6222122270770398,60.73455102942898,2.6036886384497633,0.7674066429827087,0.14898561253916484,0.11952875523466573,0.10450439660865386,0.1470693578456056
BGH-001,2022-02-24,1,55,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,62.01195077541596,4.15284563749836,4793.769230937802,18.423254122376047,66.11793275004484,6.7533510656463385,50.0,36.86638073488326,0.15856382959315668,22.097204228175055,1.6472807145121833,82.74464868537858,3.744575459907048,0.7401428342107732,0.24911456696270096,0.22222904286652814,0.20284228928116776,0.23790392967685103
BGH-001,2022-02-25,1,56,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,62.34456147850478,4.47602361685203,5140.118596058464,18.423254122376047,41.8344110041816,7.118512141645845,32.797968462059444,41.311794712265545,0.17003533517814304,18.681286846074048,2.070987662820055,67.84464946194461,3.6316903659237187,0.7742274596098838,0.238936243740532,0.14656935468810614,0.14485424568058997,0.17382360200609145
BGH-001,2022-02-26,1,57,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,61.119467993538386,4.476959590155156,5503.682744189572,18.423254122376047,46.94394843570103,7.394547909101255,43.64173678930153,38.90292340692177,0.16534050204772918,19.219841250579854,2.145099154092193,78.8204855219217,4.1009956583040825,0.7899842492114529,0.2667850451299647,0.24712407510289758,0.1850055633696309,0.23136182036763372
BGH-001,2022-02-27,1,58,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,55.64782420261787,4.383068974255701,4533.80685264772,18.423254122376047,58.34270536086757,6.105085463832084,33.727387748726365,38.429643249209775,0.11531341481486457,25.767590693709703,1.512452117573765,63.39673214661462,2.460328282150601,0.8318530499734985,0.1937174739077772,0.16292528224459357,0.1762172660463867,0.17964608760102452
BGH-001,2022-02-28,1,59,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,59.59975515864198,4.173353687625307,5037.889838460109,18.423254122376047,55.242283119296786,7.160645101022916,37.362908416264546,39.756673208022406,0.14064519765006409,20.963452347042956,2.029374402845141,75.40329666361971,3.596893079219172,0.7500202199994631,0.19211452175707822,0.2055821149961906,0.14221314658880094,0.15668937340871636
BGH-001,2022-03-01,1,60,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,59.96993984155296,4.15343685501869,5156.534048760534,18.423254122376047,59.42387038632977,5.814877082291101,39.98624092997717,38.024334635649076,0.17838957731070934,18.27765987110487,2.1324539944501066,74.5957832007211,4.081254587664665,0.7966048210706788,0.253494043067832,0.2210978018154438,0.18426086965693794,0.22103256958154954
BGH-001,2022-03-02,1,61,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,59.09018084973783,4.35281438843888,5611.153137661208,18.423254122376047,52.09868853914899,8.260692453280491,38.01795974719973,34.62434565017269,0.1593179338493517,18.76578569485052,2.276241057650075,73.32328229284319,3.907285497401991,0.7617084359095866,0.2723958263008908,0.23080423562925406,0.1461827139378195,0.25305200776519315
BGH-001,2022-03-03,1,62,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,56.070689984317106,4.211717440739138,5495.837578125647,18.423254122376047,52.64217622651585,8.243642358578974,40.03925216715622,35.91288382638301,0.16290433296643836,18.85712270087313,2.2204533913942246,76.50768267801115,4.057229933306244,0.7868442891886305,0.2110910848096935,0.22342871026491457,0.1297766353543902,0.196418721163912
BGH-001,2022-03-04,1,63,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,59.990687165318796,4.361455691679779,4859.841609779722,18.423254122376047,54.99025143989656,8.683363580352921,34.65337192406346,35.08355633678282,0.17452902781364343,23.926624795506964,1.786261146944295,70.4390518906851,2.9439610681700676,0.7432069240313106,0.2595589832705442,0.22683424280875653,0.16686309487975284,0.20804864582757823
BGH-001,2022-03-05,1,64,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,57.069237999599245,4.40223402148453,5297.767919364196,18.423254122376047,53.57151990892806,7.63157730548881,50.0,32.853069205781146,0.17413780621549677,16.345698641027706,2.7723761812960848,91.00195877358682,5.567333692618797,0.7383859590563258,0.3233783320583618,0.2863160588722094,0.23058237828125927,0.28228073225238487
BGH-001,2022-03-06,1,65,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,59.25080008252781,4.259798631463932,5192.887198337532,18.423254122376047,65.11588169848574,7.407172584214975,36.818685807776546,37.865510782898724,0.13720093619274454,18.839233497285402,2.112530493384614,72.73385464965176,3.8607650709426253,0.7349689384610905,0.20195329991595476,0.19063474927333043,0.19006454217864752,0.2506379074491683
BGH-001,2022-03-07,1,66,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,59.391976614319454,4.366372983537692,5124.744983119053,18.423254122376047,55.77277007928553,7.010000204607997,29.611342041206896,36.607570797234864,0.17561486129315382,16.722294367237183,2.551136277763115,63.84517962570793,3.8179676917298684,0.7679692452889734,0.17570200979290373,0.149731243723835,0.1535109057417884,0.1633732062130254
BGH-001,2022-03-08,1,67,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,56.834505036634894,4.52662494624729,6008.4025516572,18.423254122376047,62.9106952148316,8.236919012535148,41.590082282449295,40.050628668252074,0.18994158778360226,17.779377079240078,2.0801101805625355,84.99564454743805,4.780574941890535,0.7883603609985165,0.229937720254558,0.21257937157309412,0.2169013782700988,0.2365396985397416
BGH-001,2022-03-09,1,68,973.0112725701114,17.051272222969253,29.86559073996569,9.44086821727926,56.23289583072126,4.198852824936282,5810.269720499861,18.423254122376047,62.93576335129691,7.066475489995866,40.11220683081755,36.48539304442419,0.16895078243101436,15.491918309813846,2.711264123417979,83.3158478720453,5.378020088013647,0.774020263199946,0.22885850879375821,0.2036496843786,0.16833467678707262,0.1982409184392816
